1,1,110,57,2008,50,60.63502770385692,30.022706745473666,39.59569954178352,17.99525260543685,9.646954425106674,-1,0,0,1.5,0,false,false,1,null
2,1,110,44,2008,50,44.63516931571891,28.830237991247778,39.59569954178352,18.45209377657577,7.8035808095729084,-1,0,30,2.5,0,false,false,1,null
3,1,110,64,2008,50,44.46831780138411,28.813643545804656,39.59569954178352,18.454168510130582,7.784349055972033,-1,0,45,3.5,0,false,false,1,null
4,1,110,52,2008,50,44.234054142864906,28.790150380457337,39.59569954178352,18.456957458215122,7.7573462559072395,-1,0,90,4.5,0,false,false,1,null
5,1,110,43,2008,50,40.357955464733635,28.36534492224633,39.59569954178352,18.48004735966694,7.310308701263419,-1,0,120,5.537518214694386,0,false,false,1,null
6,1,110,2,2008,50,39.3320034025701,28.24016330341426,39.59569954178352,18.478009008029456,7.1918526645264675,-1,0,180,6.5,0,false,false,1,null
7,1,110,62,2008,50,38.90675963830695,28.186519972121026,39.59569954178352,18.476037284546482,7.14272863234241,-1,0,225,7.5,0,false,false,1,null
8,1,110,48,2008,50,37.11907487114658,27.948858818560996,39.59569954178352,18.459936198370997,6.935994236693185,-1,0,375,8.5,0,false,false,1,null
9,1,110,24,2008,50,36.43569005936597,27.852450509656325,39.59569954178352,18.450197937095584,6.856842144429642,-1,0,390,9.5,0,false,false,1,null
10,1,110,25,2008,50,36.345704033478924,27.839512269743967,39.59569954178352,18.448758175450795,6.846413324897562,-1,0,400,12,0,false,false,1,null
